nm,6 uM,12 uM,18 uM,24 uM,30 uM,36 uM,42 uM,48 uM,54 uM,60 uM
676.07,0.080391566,0.179066265,0.269512048,0.352753012,0.464668675,0.533548193,0.686385542,0.721674699,0.781548193,0.861084337
676.41,0.080391566,0.179066265,0.269512048,0.350753012,0.463668675,0.532548193,0.683385542,0.719674699,0.777548193,0.858084337
676.74,0.080391566,0.178066265,0.268512048,0.349753012,0.461668675,0.530548193,0.680385542,0.715674699,0.775548193,0.854084337
677.08,0.080391566,0.178066265,0.266512048,0.347753012,0.461668675,0.529548193,0.678385542,0.713674699,0.773548193,0.852084337
677.42,0.079391566,0.177066265,0.266512048,0.347753012,0.458668675,0.527548193,0.676385542,0.712674699,0.769548193,0.850084337
677.76,0.079391566,0.176066265,0.263512048,0.344753012,0.457668675,0.525548193,0.672385542,0.709674699,0.766548193,0.847084337
678.09,0.079391566,0.174066265,0.263512048,0.344753012,0.454668675,0.521548193,0.669385542,0.706674699,0.763548193,0.841084337
678.43,0.077391566,0.175066265,0.261512048,0.342753012,0.452668675,0.519548193,0.665385542,0.702674699,0.758548193,0.838084337
678.77,0.078391566,0.174066265,0.260512048,0.339753012,0.450668675,0.517548193,0.663385542,0.699674699,0.755548193,0.834084337
679.1,0.077391566,0.172066265,0.257512048,0.337753012,0.446668675,0.513548193,0.659385542,0.693674699,0.751548193,0.828084337
679.44,0.077391566,0.171066265,0.257512048,0.335753012,0.444668675,0.510548193,0.655385542,0.689674699,0.747548193,0.825084337
679.78,0.076391566,0.170066265,0.255512048,0.335753012,0.442668675,0.506548193,0.651385542,0.685674699,0.743548193,0.819084337
680.12,0.075391566,0.169066265,0.254512048,0.331753012,0.438668675,0.504548193,0.645385542,0.682674699,0.738548193,0.812084337
680.45,0.074391566,0.167066265,0.249512048,0.328753012,0.435668675,0.497548193,0.640385542,0.676674699,0.732548193,0.808084337
680.79,0.074391566,0.167066265,0.249512048,0.325753012,0.430668675,0.494548193,0.635385542,0.671674699,0.725548193,0.800084337
681.13,0.073391566,0.164066265,0.246512048,0.323753012,0.429668675,0.491548193,0.630385542,0.666674699,0.719548193,0.793084337
681.46,0.072391566,0.163066265,0.244512048,0.319753012,0.423668675,0.486548193,0.623385542,0.659674699,0.712548193,0.786084337
681.8,0.073391566,0.161066265,0.242512048,0.315753012,0.419668675,0.480548193,0.617385542,0.655674699,0.706548193,0.780084337
682.14,0.071391566,0.159066265,0.239512048,0.312753012,0.414668675,0.477548193,0.611385542,0.646674699,0.699548193,0.772084337
682.47,0.071391566,0.157066265,0.236512048,0.310753012,0.409668675,0.470548193,0.604385542,0.640674699,0.691548193,0.764084337
682.81,0.070391566,0.155066265,0.233512048,0.305753012,0.404668675,0.465548193,0.596385542,0.632674699,0.684548193,0.755084337
683.15,0.068391566,0.153066265,0.230512048,0.301753012,0.399668675,0.460548193,0.588385542,0.625674699,0.675548193,0.747084337
683.48,0.068391566,0.153066265,0.227512048,0.299753012,0.393668675,0.455548193,0.581385542,0.617674699,0.666548193,0.737084337
683.82,0.068391566,0.150066265,0.223512048,0.294753012,0.388668675,0.447548193,0.574385542,0.609674699,0.656548193,0.726084337
684.16,0.066391566,0.148066265,0.221512048,0.288753012,0.383668675,0.441548193,0.566385542,0.600674699,0.648548193,0.717084337
684.49,0.065391566,0.146066265,0.217512048,0.285753012,0.377668675,0.435548193,0.557385542,0.593674699,0.638548193,0.707084337
684.83,0.064391566,0.143066265,0.215512048,0.279753012,0.371668675,0.427548193,0.549385542,0.584674699,0.629548193,0.696084337
685.16,0.063391566,0.141066265,0.211512048,0.274753012,0.364668675,0.419548193,0.539385542,0.574674699,0.619548193,0.686084337
685.5,0.062391566,0.138066265,0.206512048,0.270753012,0.358668675,0.414548193,0.530385542,0.566674699,0.608548193,0.674084337
685.84,0.061391566,0.134066265,0.201512048,0.264753012,0.351668675,0.404548193,0.521385542,0.557674699,0.599548193,0.664084337
686.17,0.060391566,0.132066265,0.198512048,0.261753012,0.345668675,0.396548193,0.511385542,0.548674699,0.589548193,0.654084337
686.51,0.057391566,0.129066265,0.194512048,0.254753012,0.339668675,0.389548193,0.502385542,0.538674699,0.579548193,0.642084337
686.84,0.057391566,0.127066265,0.190512048,0.249753012,0.331668675,0.383548193,0.493385542,0.528674699,0.567548193,0.631084337
687.18,0.056391566,0.125066265,0.186512048,0.244753012,0.325668675,0.375548193,0.483385542,0.518674699,0.558548193,0.618084337
687.52,0.054391566,0.122066265,0.181512048,0.238753012,0.318668675,0.367548193,0.474385542,0.508674699,0.546548193,0.609084337
687.85,0.053391566,0.120066265,0.178512048,0.233753012,0.311668675,0.361548193,0.463385542,0.499674699,0.535548193,0.597084337
688.19,0.052391566,0.115066265,0.174512048,0.229753012,0.305668675,0.353548193,0.454385542,0.491674699,0.524548193,0.584084337
688.52,0.052391566,0.112066265,0.171512048,0.222753012,0.298668675,0.346548193,0.444385542,0.481674699,0.515548193,0.574084337
688.86,0.050391566,0.109066265,0.167512048,0.219753012,0.292668675,0.338548193,0.435385542,0.472674699,0.504548193,0.563084337
689.2,0.048391566,0.109066265,0.162512048,0.213753012,0.286668675,0.330548193,0.425385542,0.462674699,0.493548193,0.552084337
689.53,0.048391566,0.105066265,0.159512048,0.208753012,0.278668675,0.322548193,0.416385542,0.452674699,0.484548193,0.541084337
689.87,0.046391566,0.103066265,0.156512048,0.202753012,0.272668675,0.315548193,0.407385542,0.443674699,0.473548193,0.532084337
690.2,0.046391566,0.100066265,0.151512048,0.198753012,0.266668675,0.308548193,0.396385542,0.434674699,0.463548193,0.520084337
690.54,0.043391566,0.098066265,0.149512048,0.193753012,0.260668675,0.300548193,0.388385542,0.425674699,0.454548193,0.509084337
690.87,0.043391566,0.095066265,0.144512048,0.189753012,0.252668675,0.294548193,0.378385542,0.416674699,0.444548193,0.498084337
691.21,0.043391566,0.093066265,0.140512048,0.184753012,0.247668675,0.287548193,0.370385542,0.409674699,0.434548193,0.489084337
691.55,0.041391566,0.091066265,0.137512048,0.180753012,0.240668675,0.281548193,0.363385542,0.400674699,0.426548193,0.479084337
691.88,0.039391566,0.089066265,0.134512048,0.176753012,0.235668675,0.276548193,0.354385542,0.392674699,0.415548193,0.468084337
692.22,0.039391566,0.086066265,0.131512048,0.171753012,0.229668675,0.270548193,0.346385542,0.383674699,0.406548193,0.458084337
692.55,0.037391566,0.084066265,0.126512048,0.168753012,0.223668675,0.263548193,0.337385542,0.374674699,0.398548193,0.448084337
692.89,0.037391566,0.082066265,0.124512048,0.163753012,0.218668675,0.256548193,0.330385542,0.366674699,0.389548193,0.439084337
693.22,0.036391566,0.080066265,0.121512048,0.159753012,0.212668675,0.251548193,0.323385542,0.359674699,0.380548193,0.429084337
693.56,0.035391566,0.078066265,0.118512048,0.155753012,0.207668675,0.245548193,0.315385542,0.352674699,0.371548193,0.421084337
693.89,0.034391566,0.076066265,0.115512048,0.151753012,0.202668675,0.239548193,0.309385542,0.344674699,0.365548193,0.413084337
694.23,0.033391566,0.074066265,0.112512048,0.148753012,0.198668675,0.233548193,0.301385542,0.338674699,0.357548193,0.405084337
694.56,0.032391566,0.071066265,0.109512048,0.143753012,0.195668675,0.227548193,0.294385542,0.331674699,0.349548193,0.396084337
694.9,0.031391566,0.070066265,0.106512048,0.140753012,0.189668675,0.221548193,0.288385542,0.323674699,0.341548193,0.388084337
695.23,0.032391566,0.069066265,0.104512048,0.137753012,0.185668675,0.217548193,0.280385542,0.317674699,0.334548193,0.380084337
695.57,0.030391566,0.067066265,0.102512048,0.133753012,0.180668675,0.212548193,0.276385542,0.311674699,0.328548193,0.375084337
695.9,0.030391566,0.065066265,0.099512048,0.131753012,0.177668675,0.208548193,0.270385542,0.306674699,0.321548193,0.366084337
696.24,0.028391566,0.064066265,0.096512048,0.127753012,0.173668675,0.204548193,0.264385542,0.300674699,0.315548193,0.361084337
696.57,0.029391566,0.063066265,0.094512048,0.125753012,0.169668675,0.200548193,0.259385542,0.294674699,0.309548193,0.354084337
696.91,0.027391566,0.061066265,0.092512048,0.121753012,0.165668675,0.195548193,0.253385542,0.289674699,0.303548193,0.346084337
697.24,0.027391566,0.060066265,0.090512048,0.119753012,0.162668675,0.191548193,0.247385542,0.284674699,0.297548193,0.340084337
697.58,0.027391566,0.058066265,0.088512048,0.116753012,0.158668675,0.186548193,0.242385542,0.278674699,0.292548193,0.334084337
697.91,0.026391566,0.056066265,0.085512048,0.113753012,0.155668675,0.183548193,0.237385542,0.274674699,0.287548193,0.328084337
698.25,0.024391566,0.056066265,0.084512048,0.111753012,0.153668675,0.180548193,0.234385542,0.269674699,0.281548193,0.324084337
698.58,0.024391566,0.054066265,0.082512048,0.109753012,0.148668675,0.176548193,0.228385542,0.264674699,0.276548193,0.317084337
698.92,0.025391566,0.052066265,0.081512048,0.106753012,0.146668675,0.173548193,0.223385542,0.260674699,0.271548193,0.310084337
699.25,0.024391566,0.052066265,0.079512048,0.105753012,0.143668675,0.169548193,0.220385542,0.255674699,0.267548193,0.305084337
699.59,0.023391566,0.051066265,0.077512048,0.102753012,0.141668675,0.166548193,0.216385542,0.251674699,0.262548193,0.301084337
699.92,0.023391566,0.050066265,0.075512048,0.100753012,0.139668675,0.163548193,0.213385542,0.248674699,0.257548193,0.296084337
700.25,0.022391566,0.048066265,0.074512048,0.098753012,0.134668675,0.161548193,0.208385542,0.244674699,0.253548193,0.292084337
700.59,0.020391566,0.047066265,0.073512048,0.097753012,0.133668675,0.158548193,0.204385542,0.240674699,0.249548193,0.287084337
700.92,0.020391566,0.047066265,0.071512048,0.095753012,0.131668675,0.155548193,0.200385542,0.236674699,0.245548193,0.283084337
701.26,0.020391566,0.046066265,0.069512048,0.093753012,0.127668675,0.153548193,0.198385542,0.232674699,0.240548193,0.278084337
701.59,0.021391566,0.045066265,0.068512048,0.090753012,0.125668675,0.150548193,0.192385542,0.228674699,0.238548193,0.274084337
701.93,0.020391566,0.045066265,0.066512048,0.088753012,0.123668675,0.148548193,0.189385542,0.225674699,0.234548193,0.269084337
702.26,0.020391566,0.043066265,0.066512048,0.088753012,0.120668675,0.144548193,0.185385542,0.221674699,0.228548193,0.265084337
702.59,0.019391566,0.042066265,0.064512048,0.085753012,0.118668675,0.142548193,0.184385542,0.219674699,0.225548193,0.261084337
702.93,0.018391566,0.041066265,0.063512048,0.085753012,0.117668675,0.139548193,0.181385542,0.213674699,0.221548193,0.258084337
703.26,0.018391566,0.041066265,0.061512048,0.083753012,0.113668675,0.138548193,0.177385542,0.212674699,0.220548193,0.254084337
703.6,0.017391566,0.041066265,0.060512048,0.080753012,0.112668675,0.135548193,0.176385542,0.209674699,0.216548193,0.251084337
703.93,0.018391566,0.040066265,0.060512048,0.079753012,0.109668675,0.134548193,0.172385542,0.206674699,0.213548193,0.248084337
704.27,0.018391566,0.039066265,0.058512048,0.078753012,0.109668675,0.131548193,0.169385542,0.203674699,0.210548193,0.244084337
704.6,0.017391566,0.038066265,0.058512048,0.076753012,0.106668675,0.129548193,0.166385542,0.200674699,0.207548193,0.240084337
704.93,0.018391566,0.038066265,0.056512048,0.075753012,0.105668675,0.126548193,0.163385542,0.197674699,0.204548193,0.237084337
705.27,0.017391566,0.037066265,0.056512048,0.073753012,0.103668675,0.125548193,0.160385542,0.194674699,0.201548193,0.234084337
705.6,0.015391566,0.035066265,0.054512048,0.073753012,0.100668675,0.122548193,0.158385542,0.192674699,0.197548193,0.232084337
705.93,0.016391566,0.034066265,0.053512048,0.071753012,0.099668675,0.121548193,0.156385542,0.190674699,0.196548193,0.229084337
706.27,0.015391566,0.034066265,0.052512048,0.070753012,0.098668675,0.118548193,0.152385542,0.186674699,0.193548193,0.225084337
706.6,0.015391566,0.033066265,0.051512048,0.069753012,0.096668675,0.117548193,0.150385542,0.184674699,0.188548193,0.220084337
706.94,0.015391566,0.032066265,0.051512048,0.068753012,0.094668675,0.115548193,0.148385542,0.181674699,0.186548193,0.218084337
707.27,0.015391566,0.032066265,0.049512048,0.065753012,0.093668675,0.114548193,0.146385542,0.178674699,0.183548193,0.215084337
707.6,0.014391566,0.031066265,0.048512048,0.065753012,0.092668675,0.112548193,0.142385542,0.176674699,0.179548193,0.211084337
707.94,0.015391566,0.030066265,0.046512048,0.063753012,0.091668675,0.109548193,0.141385542,0.172674699,0.178548193,0.209084337
708.27,0.014391566,0.030066265,0.046512048,0.063753012,0.089668675,0.107548193,0.138385542,0.172674699,0.176548193,0.206084337
708.6,0.013391566,0.030066265,0.046512048,0.061753012,0.087668675,0.106548193,0.136385542,0.169674699,0.173548193,0.202084337
708.94,0.013391566,0.029066265,0.045512048,0.062753012,0.086668675,0.104548193,0.134385542,0.167674699,0.171548193,0.201084337
709.27,0.014391566,0.029066265,0.044512048,0.061753012,0.084668675,0.103548193,0.132385542,0.164674699,0.167548193,0.197084337
709.6,0.013391566,0.028066265,0.044512048,0.059753012,0.081668675,0.102548193,0.129385542,0.162674699,0.165548193,0.195084337
709.94,0.013391566,0.028066265,0.042512048,0.057753012,0.082668675,0.100548193,0.127385542,0.159674699,0.163548193,0.192084337
710.27,0.012391566,0.027066265,0.042512048,0.056753012,0.080668675,0.097548193,0.125385542,0.157674699,0.160548193,0.189084337
710.6,0.012391566,0.027066265,0.041512048,0.055753012,0.079668675,0.096548193,0.123385542,0.156674699,0.157548193,0.186084337
710.94,0.012391566,0.026066265,0.041512048,0.053753012,0.077668675,0.095548193,0.121385542,0.153674699,0.155548193,0.183084337
711.27,0.011391566,0.026066265,0.040512048,0.054753012,0.076668675,0.093548193,0.120385542,0.151674699,0.154548193,0.182084337
711.6,0.011391566,0.026066265,0.039512048,0.053753012,0.075668675,0.092548193,0.117385542,0.148674699,0.152548193,0.180084337
711.93,0.011391566,0.026066265,0.039512048,0.053753012,0.074668675,0.090548193,0.114385542,0.146674699,0.149548193,0.177084337
712.27,0.012391566,0.026066265,0.038512048,0.051753012,0.073668675,0.089548193,0.113385542,0.145674699,0.147548193,0.175084337
712.6,0.011391566,0.024066265,0.037512048,0.050753012,0.072668675,0.088548193,0.111385542,0.142674699,0.145548193,0.172084337
712.93,0.011391566,0.024066265,0.037512048,0.049753012,0.070668675,0.087548193,0.109385542,0.141674699,0.144548193,0.170084337
713.27,0.010391566,0.023066265,0.037512048,0.048753012,0.069668675,0.084548193,0.108385542,0.139674699,0.142548193,0.167084337
713.6,0.011391566,0.023066265,0.036512048,0.048753012,0.069668675,0.084548193,0.106385542,0.137674699,0.139548193,0.165084337
713.93,0.010391566,0.023066265,0.035512048,0.047753012,0.066668675,0.082548193,0.104385542,0.134674699,0.137548193,0.162084337
714.26,0.010391566,0.023066265,0.034512048,0.045753012,0.065668675,0.080548193,0.101385542,0.133674699,0.135548193,0.160084337
714.6,0.011391566,0.023066265,0.034512048,0.045753012,0.064668675,0.079548193,0.100385542,0.131674699,0.134548193,0.158084337
714.93,0.010391566,0.021066265,0.033512048,0.044753012,0.064668675,0.077548193,0.099385542,0.129674699,0.130548193,0.156084337
715.26,0.010391566,0.021066265,0.031512048,0.042753012,0.063668675,0.077548193,0.097385542,0.127674699,0.129548193,0.153084337
715.59,0.010391566,0.020066265,0.030512048,0.042753012,0.061668675,0.075548193,0.095385542,0.125674699,0.127548193,0.151084337
715.93,0.010391566,0.019066265,0.030512048,0.041753012,0.061668675,0.075548193,0.094385542,0.124674699,0.125548193,0.149084337
716.26,0.010391566,0.020066265,0.030512048,0.041753012,0.059668675,0.074548193,0.093385542,0.121674699,0.124548193,0.147084337
716.59,0.010391566,0.019066265,0.030512048,0.041753012,0.057668675,0.072548193,0.090385542,0.119674699,0.121548193,0.145084337
716.92,0.010391566,0.018066265,0.029512048,0.038753012,0.057668675,0.070548193,0.090385542,0.118674699,0.120548193,0.143084337
717.26,0.008391566,0.019066265,0.029512048,0.039753012,0.056668675,0.070548193,0.088385542,0.116674699,0.118548193,0.142084337
717.59,0.008391566,0.018066265,0.029512048,0.038753012,0.056668675,0.068548193,0.087385542,0.115674699,0.116548193,0.140084337
717.92,0.009391566,0.018066265,0.028512048,0.037753012,0.055668675,0.067548193,0.086385542,0.113674699,0.116548193,0.138084337
718.25,0.008391566,0.018066265,0.027512048,0.038753012,0.053668675,0.067548193,0.083385542,0.112674699,0.114548193,0.135084337
718.59,0.009391566,0.018066265,0.027512048,0.036753012,0.053668675,0.066548193,0.082385542,0.109674699,0.112548193,0.134084337
718.92,0.009391566,0.018066265,0.027512048,0.035753012,0.052668675,0.064548193,0.080385542,0.108674699,0.111548193,0.131084337
719.25,0.008391566,0.017066265,0.025512048,0.035753012,0.051668675,0.063548193,0.080385542,0.106674699,0.109548193,0.130084337
719.58,0.008391566,0.017066265,0.025512048,0.034753012,0.051668675,0.063548193,0.078385542,0.105674699,0.107548193,0.129084337
719.91,0.008391566,0.016066265,0.024512048,0.034753012,0.050668675,0.062548193,0.077385542,0.104674699,0.106548193,0.127084337
720.25,0.008391566,0.016066265,0.025512048,0.034753012,0.049668675,0.061548193,0.075385542,0.103674699,0.105548193,0.126084337
720.58,0.008391566,0.016066265,0.025512048,0.032753012,0.047668675,0.060548193,0.074385542,0.101674699,0.102548193,0.124084337
720.91,0.007391566,0.017066265,0.025512048,0.033753012,0.047668675,0.060548193,0.073385542,0.100674699,0.101548193,0.122084337
721.24,0.007391566,0.015066265,0.024512048,0.031753012,0.047668675,0.059548193,0.072385542,0.099674699,0.100548193,0.119084337
721.57,0.008391566,0.016066265,0.024512048,0.031753012,0.046668675,0.059548193,0.071385542,0.098674699,0.098548193,0.118084337
721.91,0.008391566,0.015066265,0.022512048,0.031753012,0.045668675,0.058548193,0.070385542,0.096674699,0.098548193,0.117084337
722.24,0.008391566,0.015066265,0.023512048,0.030753012,0.044668675,0.056548193,0.069385542,0.094674699,0.097548193,0.116084337
722.57,0.007391566,0.015066265,0.021512048,0.029753012,0.043668675,0.056548193,0.068385542,0.094674699,0.095548193,0.114084337
722.9,0.008391566,0.014066265,0.023512048,0.028753012,0.043668675,0.054548193,0.067385542,0.092674699,0.096548193,0.113084337
723.23,0.007391566,0.013066265,0.021512048,0.029753012,0.043668675,0.053548193,0.066385542,0.091674699,0.094548193,0.111084337
723.56,0.006391566,0.014066265,0.022512048,0.028753012,0.042668675,0.052548193,0.064385542,0.091674699,0.092548193,0.110084337
723.89,0.005391566,0.014066265,0.021512048,0.027753012,0.042668675,0.051548193,0.064385542,0.088674699,0.091548193,0.108084337
724.23,0.006391566,0.014066265,0.021512048,0.026753012,0.041668675,0.051548193,0.063385542,0.087674699,0.090548193,0.107084337
724.56,0.007391566,0.013066265,0.020512048,0.027753012,0.040668675,0.051548193,0.062385542,0.086674699,0.089548193,0.107084337
724.89,0.007391566,0.013066265,0.019512048,0.027753012,0.039668675,0.049548193,0.061385542,0.085674699,0.087548193,0.105084337
725.22,0.006391566,0.013066265,0.017512048,0.026753012,0.038668675,0.049548193,0.060385542,0.084674699,0.085548193,0.103084337
725.55,0.006391566,0.013066265,0.018512048,0.025753012,0.038668675,0.048548193,0.058385542,0.082674699,0.084548193,0.102084337
725.88,0.007391566,0.012066265,0.017512048,0.025753012,0.037668675,0.048548193,0.058385542,0.081674699,0.083548193,0.102084337
726.21,0.006391566,0.011066265,0.017512048,0.024753012,0.037668675,0.047548193,0.056385542,0.080674699,0.083548193,0.100084337
726.55,0.006391566,0.013066265,0.018512048,0.024753012,0.037668675,0.046548193,0.056385542,0.078674699,0.082548193,0.099084337
726.88,0.005391566,0.012066265,0.018512048,0.025753012,0.036668675,0.045548193,0.056385542,0.079674699,0.080548193,0.097084337
727.21,0.006391566,0.012066265,0.018512048,0.024753012,0.036668675,0.045548193,0.055385542,0.078674699,0.079548193,0.095084337
727.54,0.006391566,0.012066265,0.019512048,0.023753012,0.035668675,0.044548193,0.054385542,0.077674699,0.078548193,0.095084337
727.87,0.005391566,0.012066265,0.017512048,0.022753012,0.036668675,0.044548193,0.053385542,0.076674699,0.078548193,0.093084337
728.2,0.007391566,0.011066265,0.017512048,0.023753012,0.035668675,0.044548193,0.052385542,0.074674699,0.076548193,0.092084337
728.53,0.007391566,0.011066265,0.017512048,0.023753012,0.034668675,0.043548193,0.052385542,0.073674699,0.076548193,0.090084337
728.86,0.005391566,0.010066265,0.017512048,0.022753012,0.033668675,0.043548193,0.053385542,0.072674699,0.076548193,0.091084337
729.19,0.006391566,0.011066265,0.016512048,0.021753012,0.033668675,0.043548193,0.051385542,0.072674699,0.075548193,0.089084337
729.52,0.005391566,0.011066265,0.016512048,0.022753012,0.032668675,0.042548193,0.050385542,0.071674699,0.074548193,0.088084337
729.85,0.005391566,0.012066265,0.017512048,0.021753012,0.031668675,0.041548193,0.049385542,0.071674699,0.072548193,0.087084337
730.19,0.005391566,0.012066265,0.016512048,0.021753012,0.031668675,0.039548193,0.048385542,0.070674699,0.071548193,0.086084337
730.52,0.006391566,0.011066265,0.016512048,0.021753012,0.031668675,0.039548193,0.048385542,0.069674699,0.070548193,0.085084337
730.85,0.006391566,0.011066265,0.015512048,0.021753012,0.031668675,0.039548193,0.047385542,0.068674699,0.070548193,0.084084337
731.18,0.004391566,0.011066265,0.015512048,0.021753012,0.031668675,0.039548193,0.046385542,0.066674699,0.068548193,0.083084337
731.51,0.004391566,0.010066265,0.015512048,0.019753012,0.030668675,0.039548193,0.046385542,0.066674699,0.068548193,0.083084337
731.84,0.005391566,0.010066265,0.015512048,0.020753012,0.030668675,0.039548193,0.045385542,0.065674699,0.068548193,0.081084337
732.17,0.004391566,0.011066265,0.015512048,0.019753012,0.030668675,0.038548193,0.044385542,0.065674699,0.066548193,0.081084337
732.5,0.005391566,0.009066265,0.015512048,0.018753012,0.029668675,0.038548193,0.044385542,0.063674699,0.066548193,0.079084337
732.83,0.005391566,0.010066265,0.014512048,0.018753012,0.028668675,0.036548193,0.043385542,0.063674699,0.065548193,0.078084337
733.16,0.005391566,0.010066265,0.014512048,0.019753012,0.028668675,0.036548193,0.043385542,0.063674699,0.065548193,0.077084337
733.49,0.005391566,0.010066265,0.014512048,0.018753012,0.028668675,0.036548193,0.041385542,0.062674699,0.064548193,0.076084337
733.82,0.004391566,0.010066265,0.013512048,0.019753012,0.028668675,0.036548193,0.041385542,0.061674699,0.063548193,0.076084337
734.15,0.005391566,0.010066265,0.014512048,0.019753012,0.028668675,0.034548193,0.040385542,0.060674699,0.062548193,0.075084337
734.48,0.004391566,0.009066265,0.014512048,0.019753012,0.028668675,0.034548193,0.040385542,0.061674699,0.061548193,0.075084337
734.81,0.005391566,0.010066265,0.012512048,0.018753012,0.027668675,0.034548193,0.041385542,0.058674699,0.060548193,0.074084337
735.14,0.005391566,0.009066265,0.013512048,0.018753012,0.025668675,0.033548193,0.040385542,0.058674699,0.059548193,0.074084337
735.47,0.006391566,0.009066265,0.013512048,0.017753012,0.026668675,0.034548193,0.040385542,0.058674699,0.061548193,0.072084337
735.8,0.005391566,0.009066265,0.012512048,0.017753012,0.025668675,0.032548193,0.039385542,0.058674699,0.061548193,0.071084337
736.13,0.004391566,0.008066265,0.013512048,0.017753012,0.025668675,0.031548193,0.038385542,0.057674699,0.059548193,0.070084337
736.46,0.004391566,0.008066265,0.012512048,0.016753012,0.025668675,0.032548193,0.038385542,0.056674699,0.058548193,0.070084337
736.79,0.004391566,0.008066265,0.012512048,0.016753012,0.025668675,0.030548193,0.037385542,0.054674699,0.058548193,0.069084337
737.12,0.005391566,0.008066265,0.013512048,0.016753012,0.024668675,0.031548193,0.037385542,0.054674699,0.056548193,0.069084337
737.45,0.004391566,0.008066265,0.012512048,0.016753012,0.025668675,0.030548193,0.035385542,0.054674699,0.056548193,0.068084337
737.78,0.004391566,0.009066265,0.012512048,0.015753012,0.023668675,0.029548193,0.035385542,0.053674699,0.055548193,0.065084337
738.11,0.004391566,0.009066265,0.012512048,0.016753012,0.023668675,0.029548193,0.035385542,0.053674699,0.055548193,0.065084337
738.44,0.005391566,0.007066265,0.010512048,0.015753012,0.022668675,0.029548193,0.034385542,0.052674699,0.054548193,0.064084337
738.77,0.003391566,0.007066265,0.011512048,0.015753012,0.022668675,0.029548193,0.033385542,0.051674699,0.053548193,0.064084337
739.1,0.002391566,0.009066265,0.011512048,0.015753012,0.022668675,0.028548193,0.032385542,0.051674699,0.053548193,0.063084337
739.43,0.003391566,0.008066265,0.010512048,0.014753012,0.023668675,0.027548193,0.033385542,0.051674699,0.052548193,0.062084337
739.76,0.002391566,0.008066265,0.011512048,0.014753012,0.022668675,0.027548193,0.031385542,0.049674699,0.051548193,0.061084337
740.09,0.003391566,0.008066265,0.011512048,0.014753012,0.021668675,0.027548193,0.032385542,0.048674699,0.051548193,0.060084337
740.42,0.004391566,0.007066265,0.011512048,0.014753012,0.022668675,0.026548193,0.031385542,0.047674699,0.049548193,0.060084337
740.74,0.003391566,0.008066265,0.010512048,0.013753012,0.022668675,0.026548193,0.031385542,0.047674699,0.049548193,0.060084337
741.07,0.003391566,0.007066265,0.011512048,0.014753012,0.021668675,0.026548193,0.030385542,0.047674699,0.049548193,0.058084337
741.4,0.003391566,0.007066265,0.010512048,0.013753012,0.021668675,0.026548193,0.030385542,0.046674699,0.049548193,0.058084337
741.73,0.004391566,0.007066265,0.009512048,0.013753012,0.021668675,0.026548193,0.030385542,0.046674699,0.048548193,0.059084337
742.06,0.003391566,0.007066265,0.010512048,0.014753012,0.020668675,0.026548193,0.030385542,0.044674699,0.047548193,0.058084337
742.39,0.003391566,0.006066265,0.010512048,0.013753012,0.019668675,0.026548193,0.029385542,0.044674699,0.047548193,0.057084337
742.72,0.003391566,0.007066265,0.010512048,0.011753012,0.019668675,0.027548193,0.029385542,0.043674699,0.046548193,0.057084337
743.05,0.004391566,0.007066265,0.010512048,0.011753012,0.019668675,0.026548193,0.028385542,0.042674699,0.046548193,0.056084337
743.38,0.004391566,0.006066265,0.011512048,0.012753012,0.019668675,0.026548193,0.027385542,0.043674699,0.046548193,0.055084337
743.71,0.003391566,0.007066265,0.010512048,0.012753012,0.019668675,0.026548193,0.027385542,0.041674699,0.045548193,0.054084337
744.04,0.003391566,0.006066265,0.010512048,0.013753012,0.018668675,0.024548193,0.027385542,0.042674699,0.045548193,0.054084337
744.36,0.003391566,0.006066265,0.009512048,0.012753012,0.018668675,0.024548193,0.027385542,0.042674699,0.044548193,0.053084337
744.69,0.004391566,0.007066265,0.009512048,0.011753012,0.018668675,0.024548193,0.027385542,0.042674699,0.045548193,0.053084337
745.02,0.004391566,0.006066265,0.009512048,0.010753012,0.018668675,0.023548193,0.025385542,0.041674699,0.044548193,0.052084337
745.35,0.004391566,0.006066265,0.009512048,0.010753012,0.017668675,0.023548193,0.025385542,0.040674699,0.043548193,0.051084337
745.68,0.003391566,0.005066265,0.009512048,0.012753012,0.017668675,0.023548193,0.025385542,0.040674699,0.042548193,0.052084337
746.01,0.004391566,0.005066265,0.010512048,0.010753012,0.016668675,0.022548193,0.024385542,0.040674699,0.042548193,0.049084337
746.34,0.003391566,0.005066265,0.009512048,0.011753012,0.016668675,0.021548193,0.024385542,0.039674699,0.042548193,0.050084337
746.67,0.004391566,0.005066265,0.008512048,0.011753012,0.017668675,0.022548193,0.026385542,0.039674699,0.041548193,0.050084337
746.99,0.004391566,0.006066265,0.008512048,0.011753012,0.016668675,0.022548193,0.024385542,0.038674699,0.040548193,0.049084337
747.32,0.003391566,0.006066265,0.009512048,0.011753012,0.016668675,0.021548193,0.023385542,0.038674699,0.040548193,0.048084337
747.65,0.003391566,0.007066265,0.008512048,0.010753012,0.015668675,0.020548193,0.022385542,0.037674699,0.039548193,0.048084337
747.98,0.003391566,0.007066265,0.008512048,0.009753012,0.016668675,0.021548193,0.023385542,0.036674699,0.039548193,0.047084337
