nm,6 uM,12 uM,18 uM,24 uM,30 uM,36 uM,42 uM,48 uM,54 uM,60 uM
487.67,0.009391566,0.019066265,0.030512048,0.037753012,0.050668675,0.059548193,0.074385542,0.084674699,0.090548193,0.099084337
488.02,0.011391566,0.019066265,0.030512048,0.036753012,0.051668675,0.061548193,0.074385542,0.084674699,0.088548193,0.098084337
488.38,0.009391566,0.021066265,0.030512048,0.037753012,0.051668675,0.060548193,0.075385542,0.084674699,0.089548193,0.098084337
488.74,0.010391566,0.019066265,0.029512048,0.038753012,0.051668675,0.060548193,0.073385542,0.083674699,0.089548193,0.101084337
489.09,0.010391566,0.019066265,0.031512048,0.038753012,0.053668675,0.062548193,0.074385542,0.084674699,0.088548193,0.099084337
489.45,0.011391566,0.020066265,0.030512048,0.038753012,0.053668675,0.059548193,0.076385542,0.085674699,0.090548193,0.100084337
489.81,0.008391566,0.019066265,0.030512048,0.039753012,0.051668675,0.059548193,0.073385542,0.085674699,0.089548193,0.102084337
490.16,0.009391566,0.020066265,0.032512048,0.039753012,0.052668675,0.060548193,0.074385542,0.085674699,0.091548193,0.098084337
490.52,0.008391566,0.019066265,0.030512048,0.040753012,0.051668675,0.062548193,0.076385542,0.086674699,0.091548193,0.099084337
490.88,0.009391566,0.020066265,0.029512048,0.039753012,0.052668675,0.061548193,0.076385542,0.086674699,0.091548193,0.101084337
491.24,0.010391566,0.020066265,0.031512048,0.038753012,0.053668675,0.062548193,0.076385542,0.085674699,0.089548193,0.100084337
491.59,0.007391566,0.018066265,0.030512048,0.039753012,0.054668675,0.061548193,0.076385542,0.086674699,0.091548193,0.102084337
491.95,0.010391566,0.019066265,0.030512048,0.038753012,0.052668675,0.060548193,0.076385542,0.087674699,0.092548193,0.101084337
492.31,0.011391566,0.020066265,0.030512048,0.039753012,0.052668675,0.062548193,0.075385542,0.087674699,0.091548193,0.101084337
492.66,0.010391566,0.021066265,0.029512048,0.038753012,0.052668675,0.061548193,0.076385542,0.085674699,0.091548193,0.101084337
493.02,0.009391566,0.020066265,0.030512048,0.038753012,0.052668675,0.062548193,0.075385542,0.086674699,0.090548193,0.101084337
493.38,0.009391566,0.021066265,0.030512048,0.038753012,0.053668675,0.061548193,0.077385542,0.084674699,0.092548193,0.104084337
493.73,0.010391566,0.021066265,0.030512048,0.038753012,0.052668675,0.062548193,0.075385542,0.087674699,0.092548193,0.101084337
494.09,0.009391566,0.019066265,0.030512048,0.036753012,0.052668675,0.062548193,0.076385542,0.086674699,0.092548193,0.101084337
494.45,0.009391566,0.020066265,0.029512048,0.039753012,0.051668675,0.061548193,0.075385542,0.086674699,0.092548193,0.100084337
494.8,0.009391566,0.020066265,0.031512048,0.037753012,0.052668675,0.061548193,0.077385542,0.085674699,0.091548193,0.101084337
495.16,0.008391566,0.020066265,0.031512048,0.038753012,0.051668675,0.061548193,0.075385542,0.085674699,0.092548193,0.100084337
495.52,0.009391566,0.021066265,0.031512048,0.037753012,0.051668675,0.061548193,0.074385542,0.085674699,0.091548193,0.100084337
495.87,0.009391566,0.019066265,0.028512048,0.036753012,0.052668675,0.061548193,0.074385542,0.084674699,0.091548193,0.100084337
496.23,0.010391566,0.019066265,0.030512048,0.036753012,0.051668675,0.060548193,0.075385542,0.085674699,0.089548193,0.099084337
496.59,0.010391566,0.020066265,0.030512048,0.037753012,0.050668675,0.059548193,0.075385542,0.084674699,0.090548193,0.100084337
496.94,0.008391566,0.020066265,0.029512048,0.036753012,0.051668675,0.060548193,0.074385542,0.084674699,0.090548193,0.099084337
497.3,0.008391566,0.020066265,0.030512048,0.037753012,0.051668675,0.060548193,0.073385542,0.084674699,0.089548193,0.099084337
497.65,0.010391566,0.020066265,0.030512048,0.036753012,0.051668675,0.059548193,0.073385542,0.084674699,0.089548193,0.098084337
498.01,0.010391566,0.020066265,0.029512048,0.037753012,0.050668675,0.060548193,0.074385542,0.083674699,0.089548193,0.099084337
498.37,0.009391566,0.020066265,0.030512048,0.036753012,0.050668675,0.059548193,0.073385542,0.083674699,0.088548193,0.098084337
498.72,0.009391566,0.019066265,0.029512048,0.037753012,0.050668675,0.059548193,0.072385542,0.083674699,0.088548193,0.098084337
499.08,0.009391566,0.018066265,0.028512048,0.037753012,0.050668675,0.059548193,0.072385542,0.084674699,0.087548193,0.097084337
499.44,0.009391566,0.019066265,0.028512048,0.035753012,0.049668675,0.058548193,0.073385542,0.082674699,0.088548193,0.096084337
499.79,0.008391566,0.019066265,0.029512048,0.036753012,0.051668675,0.058548193,0.072385542,0.084674699,0.087548193,0.096084337
500.15,0.007391566,0.020066265,0.029512048,0.036753012,0.050668675,0.058548193,0.072385542,0.082674699,0.086548193,0.098084337
500.5,0.009391566,0.018066265,0.030512048,0.036753012,0.050668675,0.057548193,0.072385542,0.081674699,0.086548193,0.098084337
500.86,0.011391566,0.019066265,0.029512048,0.036753012,0.049668675,0.058548193,0.073385542,0.083674699,0.088548193,0.095084337
501.22,0.011391566,0.019066265,0.029512048,0.035753012,0.049668675,0.057548193,0.071385542,0.081674699,0.086548193,0.097084337
501.57,0.010391566,0.019066265,0.029512048,0.036753012,0.049668675,0.059548193,0.071385542,0.082674699,0.086548193,0.097084337
501.93,0.008391566,0.018066265,0.028512048,0.036753012,0.050668675,0.058548193,0.073385542,0.081674699,0.087548193,0.096084337
502.28,0.009391566,0.019066265,0.028512048,0.036753012,0.049668675,0.058548193,0.072385542,0.082674699,0.087548193,0.096084337
502.64,0.008391566,0.018066265,0.028512048,0.035753012,0.050668675,0.057548193,0.071385542,0.083674699,0.087548193,0.096084337
502.99,0.009391566,0.019066265,0.030512048,0.037753012,0.051668675,0.059548193,0.072385542,0.083674699,0.087548193,0.097084337
503.35,0.007391566,0.017066265,0.028512048,0.035753012,0.049668675,0.058548193,0.072385542,0.083674699,0.087548193,0.097084337
503.71,0.008391566,0.018066265,0.029512048,0.036753012,0.049668675,0.059548193,0.073385542,0.083674699,0.088548193,0.098084337
504.06,0.008391566,0.019066265,0.029512048,0.037753012,0.050668675,0.058548193,0.072385542,0.083674699,0.087548193,0.097084337
504.42,0.009391566,0.020066265,0.028512048,0.035753012,0.049668675,0.058548193,0.074385542,0.084674699,0.088548193,0.098084337
504.77,0.009391566,0.020066265,0.028512048,0.035753012,0.051668675,0.059548193,0.073385542,0.083674699,0.087548193,0.098084337
505.13,0.010391566,0.019066265,0.029512048,0.036753012,0.051668675,0.059548193,0.073385542,0.083674699,0.089548193,0.097084337
505.48,0.009391566,0.019066265,0.029512048,0.037753012,0.051668675,0.059548193,0.075385542,0.083674699,0.088548193,0.096084337
505.84,0.009391566,0.018066265,0.028512048,0.036753012,0.051668675,0.059548193,0.074385542,0.084674699,0.088548193,0.097084337
506.2,0.010391566,0.019066265,0.030512048,0.037753012,0.051668675,0.060548193,0.074385542,0.084674699,0.088548193,0.098084337
506.55,0.009391566,0.019066265,0.029512048,0.036753012,0.050668675,0.060548193,0.074385542,0.084674699,0.090548193,0.100084337
506.91,0.010391566,0.019066265,0.030512048,0.036753012,0.051668675,0.061548193,0.074385542,0.084674699,0.090548193,0.099084337
507.26,0.009391566,0.020066265,0.029512048,0.036753012,0.051668675,0.058548193,0.074385542,0.086674699,0.090548193,0.100084337
507.62,0.009391566,0.020066265,0.029512048,0.037753012,0.051668675,0.060548193,0.074385542,0.085674699,0.089548193,0.101084337
507.97,0.010391566,0.019066265,0.030512048,0.038753012,0.051668675,0.060548193,0.075385542,0.086674699,0.090548193,0.101084337
508.33,0.009391566,0.020066265,0.032512048,0.038753012,0.052668675,0.060548193,0.075385542,0.086674699,0.091548193,0.103084337
508.68,0.010391566,0.019066265,0.029512048,0.037753012,0.050668675,0.062548193,0.075385542,0.085674699,0.090548193,0.100084337
509.04,0.009391566,0.020066265,0.030512048,0.037753012,0.053668675,0.062548193,0.075385542,0.087674699,0.091548193,0.101084337
509.39,0.009391566,0.020066265,0.029512048,0.038753012,0.052668675,0.062548193,0.077385542,0.087674699,0.092548193,0.101084337
509.75,0.009391566,0.021066265,0.031512048,0.038753012,0.052668675,0.060548193,0.076385542,0.087674699,0.093548193,0.103084337
510.1,0.009391566,0.020066265,0.029512048,0.037753012,0.053668675,0.061548193,0.076385542,0.087674699,0.092548193,0.104084337
510.46,0.010391566,0.020066265,0.031512048,0.038753012,0.054668675,0.062548193,0.078385542,0.088674699,0.093548193,0.102084337
510.81,0.009391566,0.020066265,0.031512048,0.040753012,0.054668675,0.062548193,0.077385542,0.088674699,0.092548193,0.104084337
511.17,0.010391566,0.021066265,0.032512048,0.038753012,0.053668675,0.061548193,0.078385542,0.088674699,0.093548193,0.105084337
511.52,0.010391566,0.019066265,0.031512048,0.039753012,0.055668675,0.063548193,0.078385542,0.090674699,0.094548193,0.104084337
511.88,0.009391566,0.021066265,0.029512048,0.040753012,0.055668675,0.063548193,0.078385542,0.090674699,0.096548193,0.106084337
512.23,0.010391566,0.022066265,0.030512048,0.041753012,0.055668675,0.066548193,0.078385542,0.090674699,0.095548193,0.104084337
512.59,0.011391566,0.021066265,0.032512048,0.039753012,0.053668675,0.064548193,0.079385542,0.089674699,0.096548193,0.106084337
512.94,0.010391566,0.020066265,0.032512048,0.039753012,0.054668675,0.064548193,0.080385542,0.090674699,0.096548193,0.106084337
513.3,0.011391566,0.020066265,0.032512048,0.040753012,0.055668675,0.064548193,0.082385542,0.091674699,0.097548193,0.108084337
513.65,0.010391566,0.022066265,0.033512048,0.040753012,0.055668675,0.066548193,0.081385542,0.092674699,0.095548193,0.108084337
514.01,0.010391566,0.021066265,0.032512048,0.041753012,0.056668675,0.064548193,0.080385542,0.091674699,0.097548193,0.108084337
514.36,0.009391566,0.021066265,0.031512048,0.040753012,0.055668675,0.066548193,0.081385542,0.092674699,0.098548193,0.109084337
514.72,0.010391566,0.021066265,0.032512048,0.041753012,0.056668675,0.065548193,0.082385542,0.093674699,0.098548193,0.109084337
515.07,0.011391566,0.022066265,0.033512048,0.042753012,0.057668675,0.067548193,0.082385542,0.093674699,0.099548193,0.110084337
515.43,0.010391566,0.021066265,0.032512048,0.041753012,0.058668675,0.066548193,0.083385542,0.094674699,0.099548193,0.111084337
515.78,0.009391566,0.021066265,0.032512048,0.042753012,0.057668675,0.067548193,0.083385542,0.096674699,0.099548193,0.111084337
516.14,0.010391566,0.022066265,0.033512048,0.042753012,0.057668675,0.066548193,0.084385542,0.094674699,0.100548193,0.112084337
516.49,0.010391566,0.021066265,0.033512048,0.042753012,0.058668675,0.068548193,0.084385542,0.095674699,0.100548193,0.112084337
516.84,0.010391566,0.022066265,0.034512048,0.042753012,0.058668675,0.068548193,0.085385542,0.095674699,0.100548193,0.113084337
517.2,0.010391566,0.022066265,0.034512048,0.042753012,0.058668675,0.069548193,0.084385542,0.096674699,0.101548193,0.114084337
517.55,0.010391566,0.023066265,0.033512048,0.043753012,0.058668675,0.068548193,0.086385542,0.097674699,0.103548193,0.113084337
517.91,0.010391566,0.022066265,0.034512048,0.043753012,0.059668675,0.068548193,0.086385542,0.097674699,0.103548193,0.115084337
518.26,0.011391566,0.023066265,0.035512048,0.042753012,0.059668675,0.069548193,0.087385542,0.098674699,0.104548193,0.115084337
518.62,0.011391566,0.023066265,0.034512048,0.043753012,0.061668675,0.070548193,0.087385542,0.100674699,0.105548193,0.116084337
518.97,0.011391566,0.023066265,0.034512048,0.044753012,0.061668675,0.069548193,0.088385542,0.099674699,0.103548193,0.117084337
519.32,0.010391566,0.024066265,0.035512048,0.045753012,0.060668675,0.070548193,0.088385542,0.099674699,0.105548193,0.117084337
519.68,0.010391566,0.024066265,0.034512048,0.045753012,0.059668675,0.072548193,0.090385542,0.099674699,0.106548193,0.117084337
520.03,0.010391566,0.023066265,0.034512048,0.043753012,0.060668675,0.072548193,0.088385542,0.101674699,0.107548193,0.119084337
520.39,0.011391566,0.023066265,0.035512048,0.044753012,0.061668675,0.071548193,0.090385542,0.101674699,0.107548193,0.120084337
520.74,0.012391566,0.024066265,0.036512048,0.044753012,0.062668675,0.072548193,0.092385542,0.101674699,0.107548193,0.121084337
521.1,0.010391566,0.023066265,0.035512048,0.046753012,0.062668675,0.072548193,0.091385542,0.101674699,0.109548193,0.121084337
521.45,0.011391566,0.024066265,0.036512048,0.046753012,0.062668675,0.072548193,0.093385542,0.103674699,0.109548193,0.121084337
521.8,0.011391566,0.024066265,0.035512048,0.046753012,0.063668675,0.074548193,0.092385542,0.103674699,0.111548193,0.122084337
522.16,0.012391566,0.024066265,0.037512048,0.045753012,0.063668675,0.073548193,0.092385542,0.105674699,0.110548193,0.123084337
522.51,0.011391566,0.024066265,0.037512048,0.046753012,0.063668675,0.075548193,0.095385542,0.105674699,0.111548193,0.125084337
522.87,0.011391566,0.025066265,0.037512048,0.048753012,0.064668675,0.075548193,0.093385542,0.106674699,0.111548193,0.125084337
523.22,0.012391566,0.024066265,0.036512048,0.049753012,0.063668675,0.074548193,0.094385542,0.106674699,0.113548193,0.127084337
523.57,0.013391566,0.025066265,0.036512048,0.048753012,0.065668675,0.076548193,0.095385542,0.107674699,0.114548193,0.127084337
523.93,0.011391566,0.025066265,0.037512048,0.048753012,0.066668675,0.077548193,0.095385542,0.108674699,0.114548193,0.127084337
524.28,0.011391566,0.025066265,0.038512048,0.048753012,0.065668675,0.076548193,0.097385542,0.108674699,0.115548193,0.129084337
524.63,0.011391566,0.025066265,0.038512048,0.049753012,0.066668675,0.078548193,0.096385542,0.110674699,0.117548193,0.129084337
524.99,0.012391566,0.026066265,0.038512048,0.049753012,0.066668675,0.078548193,0.097385542,0.111674699,0.115548193,0.129084337
525.34,0.011391566,0.026066265,0.038512048,0.051753012,0.065668675,0.078548193,0.099385542,0.110674699,0.118548193,0.131084337
525.69,0.012391566,0.027066265,0.039512048,0.050753012,0.067668675,0.080548193,0.098385542,0.112674699,0.119548193,0.131084337
526.05,0.013391566,0.027066265,0.039512048,0.049753012,0.068668675,0.079548193,0.100385542,0.112674699,0.119548193,0.132084337
526.4,0.013391566,0.026066265,0.040512048,0.051753012,0.069668675,0.081548193,0.100385542,0.114674699,0.121548193,0.135084337
526.76,0.012391566,0.025066265,0.040512048,0.050753012,0.068668675,0.082548193,0.102385542,0.113674699,0.122548193,0.136084337
527.11,0.013391566,0.025066265,0.039512048,0.051753012,0.068668675,0.083548193,0.102385542,0.114674699,0.122548193,0.136084337
527.46,0.012391566,0.027066265,0.040512048,0.052753012,0.070668675,0.083548193,0.103385542,0.116674699,0.122548193,0.139084337
527.82,0.011391566,0.028066265,0.042512048,0.052753012,0.071668675,0.084548193,0.103385542,0.117674699,0.125548193,0.137084337
528.17,0.013391566,0.027066265,0.042512048,0.053753012,0.071668675,0.084548193,0.103385542,0.117674699,0.124548193,0.139084337
528.52,0.014391566,0.027066265,0.041512048,0.052753012,0.072668675,0.083548193,0.106385542,0.118674699,0.126548193,0.140084337
528.88,0.013391566,0.028066265,0.041512048,0.053753012,0.073668675,0.084548193,0.107385542,0.118674699,0.127548193,0.141084337
529.23,0.013391566,0.027066265,0.042512048,0.053753012,0.073668675,0.085548193,0.106385542,0.121674699,0.128548193,0.143084337
529.58,0.013391566,0.028066265,0.042512048,0.055753012,0.074668675,0.085548193,0.108385542,0.121674699,0.129548193,0.145084337
529.94,0.013391566,0.028066265,0.043512048,0.055753012,0.075668675,0.088548193,0.110385542,0.122674699,0.131548193,0.145084337
530.29,0.013391566,0.030066265,0.043512048,0.054753012,0.074668675,0.087548193,0.110385542,0.123674699,0.132548193,0.147084337
530.64,0.014391566,0.029066265,0.044512048,0.056753012,0.075668675,0.088548193,0.111385542,0.124674699,0.132548193,0.146084337
531,0.013391566,0.030066265,0.044512048,0.057753012,0.076668675,0.089548193,0.112385542,0.126674699,0.135548193,0.148084337
531.35,0.014391566,0.030066265,0.045512048,0.056753012,0.076668675,0.090548193,0.113385542,0.127674699,0.135548193,0.151084337
531.7,0.013391566,0.031066265,0.045512048,0.058753012,0.077668675,0.089548193,0.114385542,0.127674699,0.136548193,0.151084337
532.05,0.014391566,0.031066265,0.046512048,0.058753012,0.079668675,0.092548193,0.115385542,0.129674699,0.138548193,0.153084337
532.41,0.015391566,0.032066265,0.046512048,0.059753012,0.079668675,0.091548193,0.116385542,0.130674699,0.136548193,0.153084337
532.76,0.014391566,0.030066265,0.045512048,0.059753012,0.081668675,0.093548193,0.117385542,0.130674699,0.140548193,0.155084337
533.11,0.014391566,0.031066265,0.046512048,0.060753012,0.081668675,0.094548193,0.118385542,0.131674699,0.140548193,0.157084337
533.47,0.014391566,0.030066265,0.046512048,0.060753012,0.081668675,0.095548193,0.118385542,0.134674699,0.142548193,0.158084337
533.82,0.014391566,0.031066265,0.046512048,0.060753012,0.081668675,0.095548193,0.120385542,0.135674699,0.143548193,0.160084337
534.17,0.015391566,0.031066265,0.047512048,0.061753012,0.082668675,0.096548193,0.121385542,0.135674699,0.144548193,0.161084337
534.52,0.014391566,0.033066265,0.048512048,0.062753012,0.083668675,0.096548193,0.123385542,0.137674699,0.146548193,0.163084337
534.88,0.015391566,0.032066265,0.048512048,0.062753012,0.082668675,0.098548193,0.124385542,0.139674699,0.146548193,0.164084337
535.23,0.014391566,0.033066265,0.049512048,0.063753012,0.084668675,0.099548193,0.126385542,0.139674699,0.148548193,0.164084337
535.58,0.014391566,0.032066265,0.049512048,0.063753012,0.086668675,0.100548193,0.126385542,0.140674699,0.150548193,0.166084337
535.93,0.015391566,0.033066265,0.049512048,0.064753012,0.086668675,0.102548193,0.127385542,0.141674699,0.150548193,0.168084337
536.29,0.015391566,0.034066265,0.050512048,0.065753012,0.086668675,0.102548193,0.128385542,0.142674699,0.152548193,0.168084337
536.64,0.016391566,0.033066265,0.051512048,0.065753012,0.087668675,0.103548193,0.131385542,0.144674699,0.154548193,0.171084337
536.99,0.015391566,0.033066265,0.049512048,0.066753012,0.088668675,0.103548193,0.132385542,0.145674699,0.156548193,0.173084337
537.34,0.015391566,0.035066265,0.052512048,0.067753012,0.089668675,0.104548193,0.132385542,0.146674699,0.156548193,0.174084337
537.7,0.015391566,0.035066265,0.052512048,0.066753012,0.089668675,0.104548193,0.133385542,0.149674699,0.158548193,0.175084337
538.05,0.016391566,0.036066265,0.052512048,0.067753012,0.092668675,0.107548193,0.134385542,0.149674699,0.160548193,0.177084337
538.4,0.016391566,0.036066265,0.053512048,0.068753012,0.091668675,0.108548193,0.136385542,0.150674699,0.161548193,0.180084337
538.75,0.017391566,0.036066265,0.054512048,0.069753012,0.093668675,0.109548193,0.138385542,0.152674699,0.163548193,0.180084337
539.11,0.016391566,0.037066265,0.055512048,0.070753012,0.093668675,0.109548193,0.139385542,0.154674699,0.162548193,0.183084337
539.46,0.016391566,0.037066265,0.055512048,0.071753012,0.095668675,0.112548193,0.141385542,0.156674699,0.166548193,0.184084337
539.81,0.016391566,0.037066265,0.055512048,0.071753012,0.097668675,0.113548193,0.142385542,0.156674699,0.168548193,0.187084337
540.16,0.018391566,0.038066265,0.056512048,0.072753012,0.097668675,0.114548193,0.143385542,0.158674699,0.170548193,0.188084337
540.52,0.018391566,0.037066265,0.056512048,0.073753012,0.098668675,0.113548193,0.145385542,0.159674699,0.170548193,0.190084337
540.87,0.016391566,0.039066265,0.057512048,0.074753012,0.099668675,0.115548193,0.146385542,0.161674699,0.172548193,0.191084337
541.22,0.018391566,0.038066265,0.058512048,0.074753012,0.100668675,0.116548193,0.146385542,0.163674699,0.173548193,0.193084337
541.57,0.018391566,0.038066265,0.058512048,0.075753012,0.101668675,0.117548193,0.148385542,0.163674699,0.175548193,0.196084337
541.92,0.019391566,0.039066265,0.060512048,0.076753012,0.102668675,0.118548193,0.149385542,0.165674699,0.177548193,0.197084337
542.28,0.018391566,0.039066265,0.061512048,0.077753012,0.103668675,0.121548193,0.152385542,0.167674699,0.178548193,0.199084337
542.63,0.017391566,0.039066265,0.061512048,0.078753012,0.103668675,0.121548193,0.152385542,0.169674699,0.180548193,0.202084337
542.98,0.018391566,0.040066265,0.061512048,0.079753012,0.105668675,0.120548193,0.154385542,0.170674699,0.182548193,0.203084337
543.33,0.018391566,0.041066265,0.060512048,0.078753012,0.106668675,0.122548193,0.157385542,0.171674699,0.184548193,0.205084337
543.68,0.019391566,0.042066265,0.061512048,0.080753012,0.108668675,0.125548193,0.158385542,0.173674699,0.185548193,0.207084337
544.04,0.019391566,0.041066265,0.063512048,0.080753012,0.108668675,0.125548193,0.159385542,0.176674699,0.188548193,0.208084337
544.39,0.018391566,0.042066265,0.063512048,0.080753012,0.108668675,0.127548193,0.161385542,0.177674699,0.190548193,0.210084337
544.74,0.019391566,0.041066265,0.063512048,0.081753012,0.109668675,0.127548193,0.163385542,0.178674699,0.190548193,0.213084337
545.09,0.019391566,0.043066265,0.064512048,0.083753012,0.111668675,0.130548193,0.164385542,0.180674699,0.193548193,0.214084337
545.44,0.021391566,0.042066265,0.064512048,0.083753012,0.112668675,0.131548193,0.165385542,0.181674699,0.195548193,0.216084337
545.79,0.020391566,0.043066265,0.065512048,0.083753012,0.112668675,0.131548193,0.167385542,0.184674699,0.196548193,0.217084337
546.15,0.019391566,0.043066265,0.065512048,0.085753012,0.113668675,0.133548193,0.169385542,0.183674699,0.199548193,0.221084337
546.5,0.021391566,0.044066265,0.066512048,0.085753012,0.116668675,0.134548193,0.170385542,0.186674699,0.200548193,0.222084337
546.85,0.020391566,0.044066265,0.066512048,0.087753012,0.116668675,0.134548193,0.171385542,0.188674699,0.201548193,0.223084337
547.2,0.020391566,0.045066265,0.068512048,0.088753012,0.117668675,0.135548193,0.172385542,0.189674699,0.203548193,0.227084337
547.55,0.021391566,0.044066265,0.068512048,0.088753012,0.118668675,0.137548193,0.174385542,0.190674699,0.204548193,0.226084337
547.9,0.020391566,0.046066265,0.069512048,0.088753012,0.118668675,0.139548193,0.175385542,0.191674699,0.206548193,0.229084337
548.25,0.021391566,0.046066265,0.068512048,0.088753012,0.118668675,0.139548193,0.176385542,0.193674699,0.208548193,0.231084337
548.61,0.021391566,0.047066265,0.070512048,0.089753012,0.120668675,0.140548193,0.179385542,0.194674699,0.209548193,0.233084337
548.96,0.021391566,0.046066265,0.071512048,0.090753012,0.121668675,0.140548193,0.179385542,0.195674699,0.210548193,0.233084337
549.31,0.022391566,0.047066265,0.070512048,0.090753012,0.122668675,0.142548193,0.179385542,0.197674699,0.212548193,0.236084337
549.66,0.022391566,0.047066265,0.072512048,0.092753012,0.123668675,0.144548193,0.182385542,0.199674699,0.214548193,0.237084337
550.01,0.022391566,0.047066265,0.072512048,0.093753012,0.124668675,0.144548193,0.183385542,0.199674699,0.215548193,0.238084337
550.36,0.022391566,0.048066265,0.072512048,0.092753012,0.124668675,0.146548193,0.184385542,0.202674699,0.216548193,0.240084337
550.71,0.022391566,0.049066265,0.072512048,0.093753012,0.125668675,0.147548193,0.185385542,0.203674699,0.218548193,0.242084337
551.06,0.023391566,0.048066265,0.073512048,0.094753012,0.126668675,0.147548193,0.186385542,0.204674699,0.218548193,0.242084337
551.42,0.023391566,0.049066265,0.074512048,0.095753012,0.127668675,0.148548193,0.188385542,0.205674699,0.220548193,0.245084337
551.77,0.022391566,0.050066265,0.073512048,0.096753012,0.127668675,0.149548193,0.189385542,0.207674699,0.222548193,0.247084337
552.12,0.022391566,0.049066265,0.074512048,0.096753012,0.129668675,0.148548193,0.190385542,0.209674699,0.224548193,0.248084337
552.47,0.022391566,0.050066265,0.074512048,0.097753012,0.129668675,0.150548193,0.191385542,0.209674699,0.225548193,0.251084337
552.82,0.022391566,0.050066265,0.075512048,0.098753012,0.130668675,0.151548193,0.192385542,0.210674699,0.226548193,0.253084337
553.17,0.022391566,0.050066265,0.076512048,0.098753012,0.130668675,0.151548193,0.193385542,0.213674699,0.228548193,0.253084337
553.52,0.024391566,0.050066265,0.076512048,0.098753012,0.132668675,0.152548193,0.194385542,0.213674699,0.227548193,0.254084337
553.87,0.023391566,0.051066265,0.076512048,0.099753012,0.132668675,0.154548193,0.196385542,0.214674699,0.230548193,0.256084337
554.22,0.023391566,0.052066265,0.077512048,0.100753012,0.133668675,0.154548193,0.197385542,0.216674699,0.232548193,0.257084337
554.57,0.023391566,0.053066265,0.077512048,0.099753012,0.134668675,0.155548193,0.198385542,0.217674699,0.233548193,0.261084337
554.92,0.023391566,0.052066265,0.078512048,0.100753012,0.135668675,0.158548193,0.199385542,0.219674699,0.236548193,0.262084337
555.27,0.024391566,0.053066265,0.079512048,0.102753012,0.136668675,0.158548193,0.200385542,0.219674699,0.235548193,0.263084337
555.63,0.024391566,0.051066265,0.079512048,0.103753012,0.137668675,0.159548193,0.202385542,0.222674699,0.239548193,0.265084337
555.98,0.024391566,0.054066265,0.079512048,0.102753012,0.138668675,0.160548193,0.203385542,0.222674699,0.239548193,0.266084337
556.33,0.025391566,0.054066265,0.079512048,0.102753012,0.138668675,0.161548193,0.205385542,0.224674699,0.240548193,0.268084337
556.68,0.025391566,0.054066265,0.080512048,0.103753012,0.138668675,0.162548193,0.205385542,0.225674699,0.242548193,0.269084337
557.03,0.026391566,0.055066265,0.081512048,0.104753012,0.139668675,0.164548193,0.207385542,0.227674699,0.244548193,0.270084337
557.38,0.026391566,0.055066265,0.081512048,0.105753012,0.139668675,0.164548193,0.209385542,0.227674699,0.243548193,0.272084337
557.73,0.026391566,0.055066265,0.082512048,0.105753012,0.141668675,0.165548193,0.210385542,0.229674699,0.246548193,0.274084337
558.08,0.025391566,0.055066265,0.082512048,0.106753012,0.142668675,0.166548193,0.210385542,0.230674699,0.247548193,0.275084337
558.43,0.025391566,0.055066265,0.083512048,0.106753012,0.143668675,0.167548193,0.211385542,0.231674699,0.249548193,0.276084337
558.78,0.026391566,0.056066265,0.082512048,0.107753012,0.144668675,0.167548193,0.212385542,0.233674699,0.250548193,0.279084337
559.13,0.025391566,0.056066265,0.083512048,0.106753012,0.144668675,0.167548193,0.213385542,0.234674699,0.251548193,0.281084337
559.48,0.026391566,0.056066265,0.083512048,0.109753012,0.145668675,0.168548193,0.214385542,0.236674699,0.252548193,0.282084337
559.83,0.027391566,0.057066265,0.084512048,0.110753012,0.145668675,0.169548193,0.216385542,0.237674699,0.253548193,0.284084337
560.18,0.026391566,0.057066265,0.085512048,0.109753012,0.146668675,0.172548193,0.217385542,0.238674699,0.255548193,0.285084337
560.53,0.026391566,0.056066265,0.084512048,0.109753012,0.147668675,0.171548193,0.217385542,0.240674699,0.256548193,0.285084337
560.88,0.026391566,0.057066265,0.084512048,0.110753012,0.148668675,0.172548193,0.220385542,0.242674699,0.259548193,0.286084337
561.23,0.026391566,0.058066265,0.085512048,0.110753012,0.147668675,0.173548193,0.219385542,0.242674699,0.258548193,0.288084337
561.58,0.026391566,0.057066265,0.086512048,0.111753012,0.148668675,0.174548193,0.221385542,0.243674699,0.261548193,0.290084337
561.93,0.026391566,0.057066265,0.086512048,0.111753012,0.149668675,0.175548193,0.221385542,0.244674699,0.262548193,0.291084337
562.28,0.026391566,0.058066265,0.087512048,0.112753012,0.150668675,0.175548193,0.223385542,0.244674699,0.262548193,0.293084337
562.63,0.026391566,0.057066265,0.086512048,0.113753012,0.151668675,0.177548193,0.222385542,0.246674699,0.263548193,0.294084337
562.98,0.026391566,0.058066265,0.087512048,0.113753012,0.152668675,0.177548193,0.224385542,0.246674699,0.265548193,0.295084337
563.33,0.026391566,0.057066265,0.088512048,0.114753012,0.153668675,0.177548193,0.226385542,0.248674699,0.266548193,0.296084337
563.68,0.026391566,0.059066265,0.088512048,0.114753012,0.154668675,0.178548193,0.227385542,0.249674699,0.267548193,0.297084337
564.03,0.026391566,0.058066265,0.088512048,0.115753012,0.154668675,0.180548193,0.227385542,0.250674699,0.268548193,0.300084337
